CodEntrega,CodVenta,CodProveedor,Proveedor,CodAlmacen,Almacen,CodEstado,Estado,Fecha_Envio,Fecha_Entrega
2701,3803,2,Envios Nacionales,1,Centro Norte,3,Entregado,2021-01-25,2021-01-30
2702,3804,1,Flash Delivery,1,Centro Norte,2,En tránsito,2021-01-24,2021-01-26
2703,3805,2,Flash Delivery,1,Centro Norte,3,Entregado,2021-01-26,2021-01-29
2704,3806,4,Flash Delivery,2,Hub Logístico,4,Devuelto,2021-01-25,2021-01-26
2705,3807,2,Flash Delivery,1,Centro Norte,2,En tránsito,2021-01-26,2021-01-28
2706,3808,1,Envios Nacionales,3,Centro Oeste,4,Devuelto,2021-01-25,2021-01-27
2707,3810,3,Flash Delivery,3,Centro Oeste,1,En preparación,2021-01-26,2021-01-31
2708,3811,4,Logística Express,3,Centro Oeste,4,Devuelto,2021-01-26,2021-01-31
2709,3812,2,Flash Delivery,1,Centro Norte,1,En preparación,2021-01-26,2021-01-29
2710,3813,2,Flash Delivery,4,Depósito Sur,2,En tránsito,2021-01-25,2021-01-28
2711,3814,1,Flash Delivery,1,Centro Norte,2,En tránsito,2021-01-27,2021-01-29
2712,3818,3,QuickSend,4,Depósito Sur,1,En preparación,2021-01-28,2021-01-30
2713,3819,4,Logística Express,1,Centro Norte,1,En preparación,2021-01-28,2021-02-01
2714,3820,2,Envios Nacionales,2,Hub Logístico,2,En tránsito,2021-01-29,2021-02-02
2715,3823,4,Logística Express,2,Hub Logístico,4,Devuelto,2021-01-27,2021-01-30
2716,3824,4,Envios Nacionales,4,Depósito Sur,2,En tránsito,2021-01-28,2021-02-01
2717,3828,3,Envios Nacionales,1,Centro Norte,2,En tránsito,2021-01-29,2021-02-01
2718,3829,2,QuickSend,1,Centro Norte,1,En preparación,2021-01-27,2021-01-29
2719,3830,3,QuickSend,1,Centro Norte,3,Entregado,2021-01-29,2021-02-01
2720,3831,4,QuickSend,1,Centro Norte,4,Devuelto,2021-01-30,2021-02-03
2721,3832,4,Logística Express,2,Hub Logístico,1,En preparación,2021-01-30,2021-02-03
2722,3833,3,Logística Express,3,Centro Oeste,2,En tránsito,2021-01-28,2021-01-29
2723,3834,2,Flash Delivery,2,Hub Logístico,3,Entregado,2021-01-30,2021-01-31
2724,3835,4,Envios Nacionales,3,Centro Oeste,4,Devuelto,2021-01-30,2021-02-02
2725,3836,3,Logística Express,2,Hub Logístico,2,En tránsito,2021-01-30,2021-02-04
2726,3838,1,Logística Express,4,Depósito Sur,3,Entregado,2021-01-31,2021-02-04
2727,3839,4,QuickSend,1,Centro Norte,4,Devuelto,2021-01-29,2021-02-02
2728,3842,1,Envios Nacionales,1,Centro Norte,2,En tránsito,2021-01-30,2021-02-02
2729,3844,2,QuickSend,1,Centro Norte,3,Entregado,2021-01-30,2021-01-31
2730,3846,2,Logística Express,3,Centro Oeste,4,Devuelto,2021-01-30,2021-01-31
2731,3848,3,Envios Nacionales,3,Centro Oeste,3,Entregado,2021-01-30,2021-02-01
2732,3849,1,Logística Express,1,Centro Norte,4,Devuelto,2021-01-30,2021-02-03
2733,3852,3,Flash Delivery,4,Depósito Sur,1,En preparación,2021-01-30,2021-02-03
2734,3853,4,QuickSend,1,Centro Norte,2,En tránsito,2021-01-30,2021-02-03
2735,3855,1,QuickSend,1,Centro Norte,2,En tránsito,2021-02-01,2021-02-03
2736,3856,1,Flash Delivery,4,Depósito Sur,4,Devuelto,2021-02-01,2021-02-05
2737,3857,2,Envios Nacionales,1,Centro Norte,1,En preparación,2021-01-31,2021-02-01
2738,3858,4,Logística Express,1,Centro Norte,4,Devuelto,2021-01-31,2021-02-04
2739,3861,3,Flash Delivery,3,Centro Oeste,3,Entregado,2021-02-02,2021-02-04
2740,3863,2,Flash Delivery,1,Centro Norte,4,Devuelto,2021-02-01,2021-02-02
2741,3865,4,QuickSend,1,Centro Norte,3,Entregado,2021-02-01,2021-02-02
2742,3866,2,Flash Delivery,2,Hub Logístico,3,Entregado,2021-02-02,2021-02-05
2743,3867,2,Flash Delivery,4,Depósito Sur,2,En tránsito,2021-02-03,2021-02-04
2744,3868,4,QuickSend,2,Hub Logístico,1,En preparación,2021-02-03,2021-02-05
2745,3869,4,Logística Express,1,Centro Norte,4,Devuelto,2021-02-03,2021-02-08
2746,3871,3,Envios Nacionales,1,Centro Norte,1,En preparación,2021-02-01,2021-02-04
2747,3873,2,Envios Nacionales,4,Depósito Sur,4,Devuelto,2021-02-02,2021-02-05
2748,3874,1,Flash Delivery,4,Depósito Sur,2,En tránsito,2021-02-02,2021-02-03
2749,3877,1,Flash Delivery,3,Centro Oeste,2,En tránsito,2021-02-02,2021-02-03
2750,3880,1,Envios Nacionales,2,Hub Logístico,3,Entregado,2021-02-02,2021-02-05
2751,3881,2,Envios Nacionales,4,Depósito Sur,4,Devuelto,2021-02-03,2021-02-08
2752,3882,1,Envios Nacionales,1,Centro Norte,2,En tránsito,2021-02-02,2021-02-07
2753,3883,4,QuickSend,3,Centro Oeste,4,Devuelto,2021-02-04,2021-02-08
2754,3884,2,Flash Delivery,3,Centro Oeste,2,En tránsito,2021-02-03,2021-02-05
2755,3885,1,Envios Nacionales,1,Centro Norte,2,En tránsito,2021-02-03,2021-02-04
2756,3886,2,Flash Delivery,3,Centro Oeste,1,En preparación,2021-02-03,2021-02-08
2757,3887,1,Envios Nacionales,2,Hub Logístico,2,En tránsito,2021-02-03,2021-02-05
2758,3889,1,Logística Express,2,Hub Logístico,3,Entregado,2021-02-02,2021-02-03
2759,3890,3,Envios Nacionales,3,Centro Oeste,3,Entregado,2021-02-04,2021-02-06
2760,3892,2,QuickSend,1,Centro Norte,4,Devuelto,2021-02-05,2021-02-06
2761,3893,4,Flash Delivery,1,Centro Norte,2,En tránsito,2021-02-04,2021-02-09
2762,3894,3,Logística Express,3,Centro Oeste,2,En tránsito,2021-02-05,2021-02-08
2763,3897,2,Envios Nacionales,1,Centro Norte,4,Devuelto,2021-02-04,2021-02-05
2764,3898,3,Logística Express,1,Centro Norte,4,Devuelto,2021-02-05,2021-02-09
2765,3902,1,Envios Nacionales,4,Depósito Sur,3,Entregado,2021-02-05,2021-02-09
2766,3906,3,Flash Delivery,3,Centro Oeste,1,En preparación,2021-02-05,2021-02-09
2767,3908,2,Envios Nacionales,4,Depósito Sur,4,Devuelto,2021-02-07,2021-02-10
2768,3909,2,Envios Nacionales,1,Centro Norte,2,En tránsito,2021-02-07,2021-02-10
2769,3912,3,Envios Nacionales,4,Depósito Sur,1,En preparación,2021-02-06,2021-02-10
2770,3913,4,Flash Delivery,3,Centro Oeste,1,En preparación,2021-02-06,2021-02-11
2771,3914,4,Flash Delivery,2,Hub Logístico,1,En preparación,2021-02-06,2021-02-10
2772,3915,4,QuickSend,4,Depósito Sur,2,En tránsito,2021-02-07,2021-02-10
2773,3916,4,Logística Express,1,Centro Norte,3,Entregado,2021-02-05,2021-02-06
2774,3917,4,Envios Nacionales,1,Centro Norte,2,En tránsito,2021-02-07,2021-02-09
2775,3918,4,Flash Delivery,2,Hub Logístico,1,En preparación,2021-02-06,2021-02-11
2776,3920,4,Envios Nacionales,2,Hub Logístico,4,Devuelto,2021-02-07,2021-02-10
2777,3921,1,Envios Nacionales,2,Hub Logístico,4,Devuelto,2021-02-08,2021-02-12
2778,3922,4,QuickSend,4,Depósito Sur,2,En tránsito,2021-02-06,2021-02-07
2779,3923,3,Envios Nacionales,4,Depósito Sur,1,En preparación,2021-02-08,2021-02-12
2780,3924,1,Flash Delivery,4,Depósito Sur,4,Devuelto,2021-02-08,2021-02-11
2781,3925,2,Envios Nacionales,2,Hub Logístico,4,Devuelto,2021-02-07,2021-02-09
2782,3926,3,Logística Express,1,Centro Norte,3,Entregado,2021-02-06,2021-02-08
2783,3927,1,Logística Express,4,Depósito Sur,2,En tránsito,2021-02-08,2021-02-09
2784,3928,3,Envios Nacionales,3,Centro Oeste,3,Entregado,2021-02-07,2021-02-09
2785,3929,2,Envios Nacionales,2,Hub Logístico,2,En tránsito,2021-02-06,2021-02-07
2786,3930,2,Logística Express,3,Centro Oeste,2,En tránsito,2021-02-06,2021-02-09
2787,3932,2,Logística Express,1,Centro Norte,1,En preparación,2021-02-06,2021-02-10
2788,3933,2,QuickSend,2,Hub Logístico,3,Entregado,2021-02-06,2021-02-08
2789,3935,3,Flash Delivery,1,Centro Norte,4,Devuelto,2021-02-08,2021-02-11
2790,3938,3,Envios Nacionales,4,Depósito Sur,4,Devuelto,2021-02-09,2021-02-12
2791,3940,3,Logística Express,2,Hub Logístico,3,Entregado,2021-02-07,2021-02-12
2792,3941,2,Logística Express,3,Centro Oeste,4,Devuelto,2021-02-07,2021-02-10
2793,3942,2,Logística Express,1,Centro Norte,1,En preparación,2021-02-07,2021-02-10
2794,3943,3,QuickSend,2,Hub Logístico,3,Entregado,2021-02-07,2021-02-08
2795,3944,1,Logística Express,3,Centro Oeste,2,En tránsito,2021-02-07,2021-02-12
2796,3945,1,Envios Nacionales,3,Centro Oeste,2,En tránsito,2021-02-10,2021-02-15
2797,3946,4,Flash Delivery,2,Hub Logístico,3,Entregado,2021-02-09,2021-02-10
2798,3947,1,Flash Delivery,2,Hub Logístico,1,En preparación,2021-02-09,2021-02-11
2799,3948,1,Envios Nacionales,1,Centro Norte,2,En tránsito,2021-02-08,2021-02-10
2800,3949,1,Flash Delivery,2,Hub Logístico,3,Entregado,2021-02-10,2021-02-13
2801,3950,2,Flash Delivery,4,Depósito Sur,3,Entregado,2021-02-08,2021-02-12
2802,3951,1,Logística Express,4,Depósito Sur,2,En tránsito,2021-02-10,2021-02-14
2803,3952,2,Flash Delivery,2,Hub Logístico,2,En tránsito,2021-02-10,2021-02-11
2804,3954,3,Logística Express,4,Depósito Sur,4,Devuelto,2021-02-11,2021-02-14
2805,3955,3,Flash Delivery,2,Hub Logístico,3,Entregado,2021-02-09,2021-02-12
2806,3958,4,Envios Nacionales,4,Depósito Sur,1,En preparación,2021-02-11,2021-02-14
2807,3959,4,Envios Nacionales,3,Centro Oeste,1,En preparación,2021-02-10,2021-02-11
2808,3960,2,Logística Express,4,Depósito Sur,1,En preparación,2021-02-09,2021-02-13
2809,3962,2,Flash Delivery,3,Centro Oeste,3,Entregado,2021-02-10,2021-02-11
2810,3963,2,Flash Delivery,4,Depósito Sur,4,Devuelto,2021-02-10,2021-02-11
2811,3966,4,QuickSend,1,Centro Norte,3,Entregado,2021-02-11,2021-02-15
2812,3968,2,QuickSend,2,Hub Logístico,2,En tránsito,2021-02-11,2021-02-13
2813,3969,4,QuickSend,2,Hub Logístico,4,Devuelto,2021-02-12,2021-02-17
2814,3971,3,Logística Express,1,Centro Norte,4,Devuelto,2021-02-12,2021-02-16
2815,3972,3,Flash Delivery,2,Hub Logístico,1,En preparación,2021-02-11,2021-02-13
2816,3973,2,Flash Delivery,1,Centro Norte,1,En preparación,2021-02-11,2021-02-15
2817,3977,1,Envios Nacionales,2,Hub Logístico,4,Devuelto,2021-02-14,2021-02-19
2818,3978,1,QuickSend,2,Hub Logístico,3,Entregado,2021-02-13,2021-02-15
2819,3980,4,QuickSend,2,Hub Logístico,3,Entregado,2021-02-13,2021-02-14
2820,3981,3,Flash Delivery,3,Centro Oeste,1,En preparación,2021-02-14,2021-02-17
2821,3983,2,QuickSend,2,Hub Logístico,3,Entregado,2021-02-14,2021-02-19
2822,3984,2,Envios Nacionales,1,Centro Norte,4,Devuelto,2021-02-12,2021-02-16
2823,3985,3,Logística Express,3,Centro Oeste,2,En tránsito,2021-02-13,2021-02-18
2824,3986,4,QuickSend,1,Centro Norte,2,En tránsito,2021-02-14,2021-02-16
2825,3988,1,Logística Express,2,Hub Logístico,4,Devuelto,2021-02-14,2021-02-16
2826,3991,1,Flash Delivery,4,Depósito Sur,4,Devuelto,2021-02-13,2021-02-14
2827,3992,3,QuickSend,2,Hub Logístico,1,En preparación,2021-02-13,2021-02-18
2828,3993,2,Envios Nacionales,2,Hub Logístico,1,En preparación,2021-02-15,2021-02-19
2829,3994,3,QuickSend,3,Centro Oeste,3,Entregado,2021-02-14,2021-02-15
2830,3995,1,Logística Express,2,Hub Logístico,2,En tránsito,2021-02-14,2021-02-16
2831,3997,4,Flash Delivery,1,Centro Norte,4,Devuelto,2021-02-14,2021-02-19
2832,3998,2,Flash Delivery,1,Centro Norte,4,Devuelto,2021-02-14,2021-02-18
2833,3999,1,Logística Express,2,Hub Logístico,3,Entregado,2021-02-16,2021-02-17
2834,4000,4,Flash Delivery,3,Centro Oeste,1,En preparación,2021-02-15,2021-02-20
2835,4002,3,Flash Delivery,2,Hub Logístico,4,Devuelto,2021-02-16,2021-02-17
2836,4003,3,QuickSend,3,Centro Oeste,3,Entregado,2021-02-14,2021-02-18
2837,4004,4,Logística Express,3,Centro Oeste,3,Entregado,2021-02-15,2021-02-19
2838,4006,2,Envios Nacionales,1,Centro Norte,3,Entregado,2021-02-15,2021-02-19
2839,4007,2,Flash Delivery,2,Hub Logístico,3,Entregado,2021-02-17,2021-02-20
2840,4009,1,Logística Express,2,Hub Logístico,1,En preparación,2021-02-15,2021-02-17
2841,4012,4,Flash Delivery,2,Hub Logístico,3,Entregado,2021-02-16,2021-02-20
2842,4013,2,QuickSend,1,Centro Norte,4,Devuelto,2021-02-16,2021-02-18
2843,4015,3,Logística Express,4,Depósito Sur,4,Devuelto,2021-02-16,2021-02-18
2844,4018,3,Envios Nacionales,1,Centro Norte,4,Devuelto,2021-02-18,2021-02-20
2845,4019,3,Flash Delivery,3,Centro Oeste,4,Devuelto,2021-02-18,2021-02-21
2846,4020,2,QuickSend,2,Hub Logístico,3,Entregado,2021-02-18,2021-02-19
2847,4022,4,Flash Delivery,3,Centro Oeste,4,Devuelto,2021-02-17,2021-02-20
2848,4023,3,QuickSend,3,Centro Oeste,2,En tránsito,2021-02-17,2021-02-19
2849,4024,3,QuickSend,1,Centro Norte,3,Entregado,2021-02-17,2021-02-20
2850,4025,3,Envios Nacionales,4,Depósito Sur,1,En preparación,2021-02-18,2021-02-23
2851,4026,3,Logística Express,1,Centro Norte,2,En tránsito,2021-02-19,2021-02-22
2852,4027,3,Flash Delivery,3,Centro Oeste,4,Devuelto,2021-02-18,2021-02-22
2853,4028,4,QuickSend,4,Depósito Sur,4,Devuelto,2021-02-19,2021-02-21
2854,4029,2,Logística Express,1,Centro Norte,3,Entregado,2021-02-18,2021-02-23
2855,4030,4,Flash Delivery,4,Depósito Sur,1,En preparación,2021-02-18,2021-02-22
2856,4032,3,QuickSend,4,Depósito Sur,2,En tránsito,2021-02-19,2021-02-21
2857,4033,2,QuickSend,1,Centro Norte,3,Entregado,2021-02-18,2021-02-20
2858,4034,2,Flash Delivery,3,Centro Oeste,2,En tránsito,2021-02-18,2021-02-21
2859,4035,2,QuickSend,2,Hub Logístico,2,En tránsito,2021-02-18,2021-02-21
2860,4036,4,Flash Delivery,1,Centro Norte,1,En preparación,2021-02-19,2021-02-20
2861,4038,4,QuickSend,4,Depósito Sur,1,En preparación,2021-02-20,2021-02-21
2862,4039,1,Envios Nacionales,4,Depósito Sur,1,En preparación,2021-02-19,2021-02-23
2863,4040,3,Flash Delivery,1,Centro Norte,4,Devuelto,2021-02-19,2021-02-24
2864,4045,2,QuickSend,3,Centro Oeste,3,Entregado,2021-02-20,2021-02-25
2865,4046,4,Envios Nacionales,1,Centro Norte,4,Devuelto,2021-02-21,2021-02-22
2866,4047,4,Flash Delivery,1,Centro Norte,2,En tránsito,2021-02-19,2021-02-20
2867,4048,3,QuickSend,1,Centro Norte,4,Devuelto,2021-02-20,2021-02-25
2868,4050,2,QuickSend,3,Centro Oeste,4,Devuelto,2021-02-22,2021-02-26
2869,4052,3,Flash Delivery,2,Hub Logístico,2,En tránsito,2021-02-22,2021-02-24
2870,4053,2,Envios Nacionales,2,Hub Logístico,2,En tránsito,2021-02-20,2021-02-24
2871,4058,1,Flash Delivery,2,Hub Logístico,1,En preparación,2021-02-21,2021-02-22
2872,4059,2,Flash Delivery,2,Hub Logístico,3,Entregado,2021-02-21,2021-02-24
2873,4060,4,Logística Express,3,Centro Oeste,4,Devuelto,2021-02-22,2021-02-26
2874,4062,3,Flash Delivery,4,Depósito Sur,2,En tránsito,2021-02-22,2021-02-26
2875,4064,3,QuickSend,4,Depósito Sur,4,Devuelto,2021-02-23,2021-02-25
2876,4065,4,Envios Nacionales,1,Centro Norte,2,En tránsito,2021-02-21,2021-02-25
2877,4066,1,Envios Nacionales,3,Centro Oeste,1,En preparación,2021-02-22,2021-02-26
2878,4067,4,QuickSend,1,Centro Norte,1,En preparación,2021-02-22,2021-02-23
2879,4068,1,Envios Nacionales,2,Hub Logístico,4,Devuelto,2021-02-22,2021-02-24
2880,4069,3,QuickSend,1,Centro Norte,2,En tránsito,2021-02-23,2021-02-25
2881,4070,1,Envios Nacionales,4,Depósito Sur,2,En tránsito,2021-02-24,2021-03-01
2882,4071,1,QuickSend,3,Centro Oeste,1,En preparación,2021-02-24,2021-02-25
2883,4072,2,QuickSend,4,Depósito Sur,4,Devuelto,2021-02-22,2021-02-24
2884,4073,3,Flash Delivery,3,Centro Oeste,1,En preparación,2021-02-22,2021-02-24
2885,4074,4,Flash Delivery,1,Centro Norte,2,En tránsito,2021-02-22,2021-02-24
2886,4075,2,Flash Delivery,2,Hub Logístico,3,Entregado,2021-02-22,2021-02-27
2887,4077,2,Flash Delivery,3,Centro Oeste,2,En tránsito,2021-02-23,2021-02-25
2888,4078,4,QuickSend,2,Hub Logístico,2,En tránsito,2021-02-23,2021-02-27
2889,4081,3,QuickSend,3,Centro Oeste,1,En preparación,2021-02-24,2021-03-01
2890,4083,4,Logística Express,4,Depósito Sur,2,En tránsito,2021-02-25,2021-02-27
2891,4086,4,Logística Express,2,Hub Logístico,1,En preparación,2021-02-23,2021-02-24
2892,4087,3,QuickSend,3,Centro Oeste,2,En tránsito,2021-02-25,2021-03-01
2893,4088,4,QuickSend,4,Depósito Sur,2,En tránsito,2021-02-25,2021-02-27
2894,4089,2,Envios Nacionales,2,Hub Logístico,1,En preparación,2021-02-26,2021-02-28
2895,4090,3,Flash Delivery,1,Centro Norte,1,En preparación,2021-02-25,2021-02-27
2896,4091,3,Envios Nacionales,4,Depósito Sur,2,En tránsito,2021-02-25,2021-02-26
2897,4094,4,QuickSend,2,Hub Logístico,1,En preparación,2021-02-24,2021-02-25
2898,4096,3,QuickSend,2,Hub Logístico,1,En preparación,2021-02-26,2021-03-03
2899,4097,1,Flash Delivery,2,Hub Logístico,2,En tránsito,2021-02-26,2021-03-01
2900,4098,1,Envios Nacionales,2,Hub Logístico,3,Entregado,2021-02-26,2021-02-27
2901,4099,2,QuickSend,2,Hub Logístico,1,En preparación,2021-02-24,2021-03-01
2902,4101,4,Flash Delivery,2,Hub Logístico,3,Entregado,2021-02-26,2021-02-28
2903,4102,3,Flash Delivery,3,Centro Oeste,2,En tránsito,2021-02-27,2021-03-03
2904,4103,4,Envios Nacionales,1,Centro Norte,3,Entregado,2021-02-25,2021-02-28
2905,4104,4,Flash Delivery,3,Centro Oeste,1,En preparación,2021-02-27,2021-03-04
2906,4105,1,Logística Express,1,Centro Norte,3,Entregado,2021-02-26,2021-03-01
2907,4106,4,Flash Delivery,4,Depósito Sur,3,Entregado,2021-02-25,2021-02-27
2908,4107,1,QuickSend,3,Centro Oeste,2,En tránsito,2021-02-26,2021-03-02
2909,4108,1,Logística Express,2,Hub Logístico,1,En preparación,2021-02-27,2021-03-04
2910,4109,3,QuickSend,1,Centro Norte,2,En tránsito,2021-02-26,2021-03-03
2911,4112,2,QuickSend,3,Centro Oeste,3,Entregado,2021-02-26,2021-03-02
2912,4113,3,Envios Nacionales,2,Hub Logístico,2,En tránsito,2021-02-28,2021-03-03
2913,4116,2,Envios Nacionales,1,Centro Norte,2,En tránsito,2021-02-26,2021-03-02
2914,4118,4,QuickSend,1,Centro Norte,1,En preparación,2021-02-26,2021-03-02
2915,4119,4,Flash Delivery,4,Depósito Sur,2,En tránsito,2021-02-28,2021-03-04
2916,4120,3,Logística Express,1,Centro Norte,4,Devuelto,2021-02-27,2021-03-01
2917,4121,2,Flash Delivery,1,Centro Norte,3,Entregado,2021-02-26,2021-02-27
2918,4122,4,QuickSend,3,Centro Oeste,2,En tránsito,2021-02-27,2021-03-01
2919,4125,2,Logística Express,2,Hub Logístico,2,En tránsito,2021-03-01,2021-03-06
2920,4128,2,Logística Express,2,Hub Logístico,4,Devuelto,2021-02-27,2021-02-28
2921,4129,1,QuickSend,2,Hub Logístico,2,En tránsito,2021-02-27,2021-03-01
2922,4130,4,Logística Express,1,Centro Norte,1,En preparación,2021-02-27,2021-03-04
2923,4132,4,Logística Express,1,Centro Norte,4,Devuelto,2021-02-27,2021-03-04
2924,4134,2,Envios Nacionales,1,Centro Norte,3,Entregado,2021-03-02,2021-03-05
2925,4135,3,Logística Express,1,Centro Norte,3,Entregado,2021-02-28,2021-03-02
2926,4136,2,Logística Express,2,Hub Logístico,1,En preparación,2021-03-01,2021-03-04
2927,4137,1,Flash Delivery,3,Centro Oeste,3,Entregado,2021-03-02,2021-03-04
2928,4138,1,Logística Express,1,Centro Norte,3,Entregado,2021-03-02,2021-03-04
2929,4140,4,QuickSend,2,Hub Logístico,2,En tránsito,2021-02-28,2021-03-02
2930,4142,1,Flash Delivery,4,Depósito Sur,2,En tránsito,2021-03-03,2021-03-06
2931,4143,1,QuickSend,2,Hub Logístico,1,En preparación,2021-03-01,2021-03-04
2932,4144,1,Envios Nacionales,3,Centro Oeste,4,Devuelto,2021-03-03,2021-03-06
2933,4146,4,Envios Nacionales,4,Depósito Sur,4,Devuelto,2021-03-02,2021-03-03
2934,4147,2,QuickSend,3,Centro Oeste,1,En preparación,2021-03-03,2021-03-07
2935,4148,3,QuickSend,1,Centro Norte,2,En tránsito,2021-03-01,2021-03-05
2936,4149,1,Flash Delivery,4,Depósito Sur,1,En preparación,2021-03-01,2021-03-05
2937,4150,2,Flash Delivery,4,Depósito Sur,3,Entregado,2021-03-03,2021-03-08
2938,4151,1,Envios Nacionales,2,Hub Logístico,2,En tránsito,2021-03-02,2021-03-06
2939,4152,1,Logística Express,1,Centro Norte,2,En tránsito,2021-03-03,2021-03-08
2940,4153,1,Logística Express,4,Depósito Sur,4,Devuelto,2021-03-02,2021-03-07
2941,4155,2,Logística Express,2,Hub Logístico,2,En tránsito,2021-03-03,2021-03-04
2942,4158,3,Logística Express,4,Depósito Sur,1,En preparación,2021-03-02,2021-03-05
2943,4160,1,QuickSend,3,Centro Oeste,1,En preparación,2021-03-03,2021-03-04
2944,4161,2,Logística Express,2,Hub Logístico,2,En tránsito,2021-03-04,2021-03-06
2945,4162,2,Flash Delivery,4,Depósito Sur,1,En preparación,2021-03-02,2021-03-04
2946,4164,2,Envios Nacionales,3,Centro Oeste,1,En preparación,2021-03-02,2021-03-03
2947,4165,4,Envios Nacionales,1,Centro Norte,2,En tránsito,2021-03-03,2021-03-07
2948,4166,2,Envios Nacionales,3,Centro Oeste,1,En preparación,2021-03-04,2021-03-06
2949,4167,4,QuickSend,3,Centro Oeste,4,Devuelto,2021-03-03,2021-03-05
2950,4168,3,QuickSend,3,Centro Oeste,1,En preparación,2021-03-04,2021-03-06
2951,4169,4,Flash Delivery,4,Depósito Sur,3,Entregado,2021-03-04,2021-03-06
2952,4171,3,QuickSend,4,Depósito Sur,4,Devuelto,2021-03-05,2021-03-08
2953,4175,2,Envios Nacionales,1,Centro Norte,4,Devuelto,2021-03-04,2021-03-05
2954,4176,2,Logística Express,4,Depósito Sur,3,Entregado,2021-03-03,2021-03-05
2955,4177,3,Logística Express,4,Depósito Sur,2,En tránsito,2021-03-05,2021-03-09
2956,4178,4,QuickSend,2,Hub Logístico,4,Devuelto,2021-03-06,2021-03-11
2957,4180,2,Flash Delivery,4,Depósito Sur,3,Entregado,2021-03-06,2021-03-08
2958,4181,2,Envios Nacionales,3,Centro Oeste,2,En tránsito,2021-03-05,2021-03-06
2959,4182,4,Flash Delivery,3,Centro Oeste,3,Entregado,2021-03-05,2021-03-09
2960,4184,2,Logística Express,4,Depósito Sur,1,En preparación,2021-03-05,2021-03-08
2961,4185,4,Envios Nacionales,2,Hub Logístico,1,En preparación,2021-03-05,2021-03-09
2962,4186,1,Envios Nacionales,4,Depósito Sur,2,En tránsito,2021-03-07,2021-03-10
2963,4187,4,Envios Nacionales,3,Centro Oeste,2,En tránsito,2021-03-05,2021-03-09
2964,4188,1,Flash Delivery,2,Hub Logístico,2,En tránsito,2021-03-06,2021-03-09
